address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Ninth Neighborhoods, El Oubour",Apartments,3,1,169 ,3,2013,Super lux,Main Street,"850,000"
"Fifth Neighborhood, El Oubour",Separate Villa,8,4,600 ,2021,Super lux,,,"3,300,000"
"Seventh Neighborhood, El Oubour",Apartment with Garden,3,3,200 ,Ground,2020,Semi Finished,Main Street,"1,700,000"
"High City, El Oubour",Apartments,3,3,207  ,1,2021,Extra super lux,Main Street,"1,928,500"
"Eighth Neighborhood, El Oubour",Apartments,3,2,192 ,3,2021,Super lux,,"1,250,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,169 ,3,2016,Without Finish,,"850,000"
"Second Neighborhood, El Oubour",Roof,2,1,150 ,4,2017,Semi Finished,,"550,000"
العبور الصناعي/امتداد غرب,Factory,,,1200 ,2010,,,,"21,700,000"
"Entertainment District, El Oubour",Apartments,1,1,63 ,Ground,2021,Super lux,,"320,000"
"El Oubour, El Oubour",Apartments,3,1, 90 ,5,2021,Super lux,,"500,000"
"Second Neighborhood, El Oubour",Building,,,252 ,2013,Without Finish,Main Street,,"3,500,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,3,175 ,1,2021,Super lux,,"1,300,000"
"El Oubour, El Oubour",Apartments,3,2,260 ,4,2021,Super lux,,"2,300,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,195 ,3,2021,Semi Finished,,"1,050,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,200 ,Ground,2021,Semi Finished,,"1,300,000"
"First Neighborhood, El Oubour",Apartments,3,2,170 ,3,2021,Super lux,,"1,050,000"
"Sixth Neighborhood, El Oubour",Apartments,3,3,263 ,4,2015,Semi Finished,Garden,"1,550,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,250 ,2,2021,Super lux,,"1,750,000"
"Ninth Neighborhoods, El Oubour",Apartments,4,3,250 ,3,2017,Without Finish,Garden,"1,700,000"
"Fifth Neighborhood, El Oubour",Apartment with Garden,3,3,250 ,Ground,2021,Super lux,,"1,750,000"
Obour,Apartments,3,2,170 ,1,2019,Extra super lux,Main Street,"1,224,000"
"El Oubour, El Oubour",Land,,,100 ,,,,,"400,000"
"El Oubour, El Oubour",Town House,4,4,200 ,Super lux,,,,"4,500,000"
"Sixth Neighborhood, El Oubour",Villas,,,1050 ,Main Street,,,,"7,800,000"
Obour,Apartments,3,2,173 ,Ground,2019,Extra super lux,Main Street,"1,245,600"
"El Oubour, El Oubour",Stores,,,49 ,Super lux,,,,"875,000"
"Youth Housing, El Oubour",Apartments,2,2,100 ,2,2021,Super lux,,"550,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,160 ,2,2021,Super lux,,"752,000"
Obour,Apartments,4,3,192 ,4,2019,Extra super lux,Main Street,"1,382,400"
"Fifth Neighborhood, El Oubour",Apartments,3,2,210 ,2,2021,Super lux,,"1,150,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,3,250 ,1,2021,Super lux,,"1,250,000"
"Entertainment District, El Oubour",Separate Villa,5,7,950 ,2021,Super lux,,,"6,750,000"
"Third Neighborhood, El Oubour",Apartments,3,2,170 ,3,2021,Super lux,,"750,000"
"Golf City, El Oubour",Apartments,3,3,210 ,Ground,2020,Semi Finished,Golf,"2,300,000"
مدينه العبور، حي الشباب، شارع 3، عماره 36، الدور الاول علوي,Apartments,3,2,135 ,1,2002,Super lux,Garden,"978,750"
"Sixth Neighborhood, El Oubour",Apartments,3,3,263 ,4,2015,Semi Finished,Garden,"1,575,000"
"El Oubour, El Oubour",Apartments,2,1,65 ,2,2021,Super lux,,"160,000"
"Seventh Neighborhood, El Oubour",Villas,7,5,871 ,2011,Extra super lux,Garden,,"10,000,000"
"Golf City, El Oubour",Separate Villa,7,5,1327 ,2021,Super lux,,,"12,000,000"
"Second Neighborhood, El Oubour",Apartments,3,1,150 ,2,2021,Super lux,,"775,000"
"Eighth Neighborhood, El Oubour",Apartments,1,3,192 ,2,2021,Super lux,,"1,250,000"
مدينة العبور الحي التاسع شارع عباس العقاد بلوك 18094 ‏,Mall,,,1500 ,2015,Semi Finished,Corner,,"75,000,000"
"First Neighborhood, El Oubour",Apartments,3,3,140 ,3,2021,Super lux,,"1,040,000"
"Third Neighborhood, El Oubour",Apartments,3,1,175 ,2,2021,Super lux,,"780,000"
"Eighth Neighborhood, El Oubour",Apartments,2,1,68 ,2,2021,Super lux,,"295,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,160 ,2,2021,Super lux,,"785,000"
"Sixth Neighborhood, El Oubour",Apartments,3,2,200 ,Ground,2021,Super lux,,"1,750,000"
"El Oubour, El Oubour",Apartments,2,1,110 ,3,2021,Super lux,,"560,000"
Obour,Apartments,4,3,190 ,3,2019,Extra super lux,Main Street,"1,368,000"
"Third Neighborhood, El Oubour",Apartment with Garden,4,1,240 ,Ground,2021,Super lux,,"1,400,000"
"Ninth Neighborhoods, El Oubour",Apartments,2,1,130 ,Ground,2021,Super lux,,"650,000"
"Ninth Neighborhoods, El Oubour",Apartments,4,2,325 ,3,2021,Super lux,,"1,650,000"
Obour,Apartments,3,2,160 ,3,2019,Extra super lux,Main Street,"850,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,148 ,3,2019,Semi Finished,Main Street,"700,000"
"Sixth Neighborhood, El Oubour",Separate Villa,4,3,600 ,2021,Super lux,,,"4,650,000"
الحي السابع حي الفلل مدينة العبور,Apartments,3,2,200 ,2,2011,Extra super lux,Main Street,"1,600,000"
"Oraby, El Oubour",Mall,,,20000 ,2030,Without Finish,Main Street,,"800,000,000"
