address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Sixth Neighborhood, Zahraa El Maadi",Apartments,3,3,285 ,6,2030,Super lux,Corner,"2,850,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,1,140 ,7,2009,Super lux,Main Street,"885,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,175 ,11,2011,Super lux,Main Street,"1,650,000"
"Fourth Neighborhood, Zahraa El Maadi",Apartments,2,2,110 ,3,2022,Semi Finished,Main Street,"730,000"
"Eighth Neighborhood, Zahraa El Maadi",Apartments,2,1,125 ,Ground,2020,Semi Finished,Main Street,"937,500"
بنزينة توتال,Apartments,3,1,117 ,1,2018,Semi Finished,,"800,000"
"Masaken Nerko, New Maadi",Apartments,3,2,175 ,3,2013,Super lux,Main Street,"1,600,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,2,2,175 ,11,2010,Super lux,Main Street,"1,400,000"
زهراء المعادى - بجوار نفق الزهراء - واجهه على الاوتوستراد الرئيسى - بجوار عمارات نيركو,Apartments ,3,2,153 ,2,2019,Semi Finished,Main Street,"1,530,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,168 ,3,2002,Super lux,Main Street,"2,000,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartment with Garden,2,1,126 ,Ground,2004,Lux,Main Street,"1,386,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,150 ,3,2016,Super lux,Side Street,"1,200,000"
شقة 169م مميزه بجوار بنزينة توتال,Apartments,3,2,169 ,4,2018,Semi Finished,Side Street,"1,050,000"
"Eighth Neighborhood, Zahraa El Maadi",Apartments,2,1,125 ,1,2018,Semi Finished,Main Street,"937,000"
"First Neighborhood, Zahraa El Maadi",Apartments,3,2,150 ,3,2005,Super lux,Back,"1,300,000"
"Ansary Street, Zahraa El Maadi",Apartments,3,2,156 ,11,2015,Lux,Side Street,"900,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,2,2,123 ,3,2030,Super lux,Garden,"1,000,000"
الشطر الثامن - امام مسجد العظيم بزهراء المعادى,Apartments,2,2,175 ,4,2016,Super lux,,"1,350,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,1,142 ,9,2013,Super lux,Main Street,"820,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,155 ,1,2019,Semi Finished,Side Street,"850,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,2,2,126 ,2,2030,Super lux,Garden,"920,000"
زهراء المعادى,Apartments,3,2,165 ,Ground,2030,Super lux,Main Street,"1,130,000"
"Mecca St., Zahraa El Maadi",Apartments,2,1,125 ,8,2014,Lux,Main Street,"750,000"
"El Merag El Elwy, Zahraa El Maadi",Apartment with Garden,3,2,155 ,1,2020,Semi Finished,Side Street,"775,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,150 ,2,2030,Super lux,Garden,"1,400,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,160 ,1,2016,Lux,Side Street,"1,000,000"
"Eighth Neighborhood, Zahraa El Maadi",Apartments,2,2,100 ,2,2030,Super lux,Side Street,"750,000"
امام بوابة اشجار دارنا والشارع من الناصيه الاخري به مجدي عباس للاثاث المنزلي,Apartments,3,2,180 ,1,2016,Super lux,Corner,"1,800,000"
"Tenth Neighborhood, Zahraa El Maadi",Apartments,3,1,135 ,2,2021,Super lux,Side Street,"1,012,500"
"Seventh Neighborhood, Zahraa El Maadi",Apartments,2,2,110 ,Ground,2014,Super lux,Main Street,"1,100,000"
زهراء المعادى,Apartments,3,2,200 ,Ground,2030,Super lux,Main Street,"1,550,000"
"First Neighborhood, Zahraa El Maadi",Studio,1,1,57 ,5,2023,Semi Finished,Main Street,"513,000"
خلف مؤمن,Apartments,3,2,160 ,1,2020,semi_finished,Side Street,"950,000"
زهراء المعادى,Apartments,2,1,110 ,8,2030,Super lux,Main Street,"850,000"
"Second Neighborhood, Zahraa El Maadi",Apartments,3,2,155 ,4,2021,Super lux,Side Street,"1,200,000"
"Zahraa El Maadi St, Zahraa El Maadi",Stores,,,74 ,Semi Finished,Main Street,,,"2,583,000"
"Thirteenth Neighborhood, Zahraa El Maadi",Apartments,3,2,155 ,1,2016,Super lux,Main Street,"1,240,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,147 ,10,2015,Super lux,Main Street,"900,000"
"Seventh Neighborhood, Zahraa El Maadi",Apartments,3,2,220 ,1,2010,Super lux,Back,"1,700,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,150 ,3,2016,Super lux,Side Street,"1,200,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,2,2,126 ,8,2030,Super lux,Garden,"950,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,150 ,9,2011,Super lux,Side Street,"1,000,000"
"Seventh Neighborhood, Zahraa El Maadi",Apartments,2,2,143 ,5,2017,Super lux,Side Street,"1,500,000"
"Zahraa El Maadi St, Zahraa El Maadi",Stores,,,59 ,Semi Finished,Main Street,,,"2,100,000"
"Sixth Neighborhood, Zahraa El Maadi ",Apartments,3,2,130 ,8,2030,Semi Finished,Main Street,"900,000"
زهراء المعادي/المعراج العلوي / كارفور,Apartments,3,2,190 ,3,2018,Super lux,Main Street,"1,650,000"
"Autostrad, El Maadi",Apartments,3,3,245 ,2,2019,Semi Finished,Corner,"2,572,500"
"Tenth Neighborhood, Zahraa El Maadi",Apartments,2,1,150 ,2,2015,Super lux,Side Street,"1,125,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,2,1,115 ,1,2018,Semi Finished,Back,"780,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,180 ,10,2019,Semi Finished,Corner,"1,350,000"
"Thirteenth Neighborhood, Zahraa El Maadi",Apartments,3,3,240 ,10,2010,Super lux,Garden,"2,500,000"
"Eighth Neighborhood, Zahraa El Maadi",Roof,3,2,284 ,12,2018,Super lux,Main Street,"2,300,000"
"12/19/A third neighborhood, zahraa elmaadi",Apartments,3,2,170 ,2,2010,Super lux,Side Street,"1,650,000"
Greater Cairo / El Maadi / Zahraa El Maadi / Abrag El Yasmeen,Apartments,3,2,155 ,1,2017,Super lux,Main Street,"1,400,000"
"Thirteenth Neighborhood, Zahraa El Maadi",Apartments,3,3,185 ,10,2011,Extra super lux,Side Street,"1,550,000"
